CODGEO;Nb Pharmacies et parfumerie;Dynamique Entrepreneuriale;Dynamique Entrepreneuriale Service et Commerce;Synergie Médicale COMMUNE;Orientation Economique;Indice Fiscal Partiel;Score Fiscal;Indice Evasion Client;Score Evasion Client;Indice Synergie Médicale;Score Synergie Médicale;SEG Croissance POP;LIBGEO;REG;DEP;Nb Omnipraticiens BV;Nb Infirmiers Libéraux BV;Nb dentistes Libéraux BV;Nb pharmaciens Libéraux BV;Densité Médicale BV;Score équipement de santé BV;Indice Démographique;Score Démographique;Indice Ménages;Score Ménages;Population;Evolution Population;Evolution Pop %;Nb Ménages;Nb Résidences Principales;Nb propriétaire;Nb Logement;Nb Résidences Secondaires;Nb Log Vacants;Nb Occupants Résidence Principale;Nb Femme;Nb Homme;Nb Mineurs;Nb Majeurs;Nb Etudiants;Nb Entreprises Secteur Services;Nb Entreprises Secteur Commerce;Nb Entreprises Secteur Construction;Nb Entreprises Secteur Industrie;Nb Création Enteprises;Nb Création Industrielles;Nb Création Construction;Nb Création Commerces;Nb Création Services;Moyenne Revenus Fiscaux Départementaux;Moyenne Revenus Fiscaux Régionaux;Dep Moyenne Salaires Horaires;Dep Moyenne Salaires Cadre Horaires;Dep Moyenne Salaires Prof Intermédiaire Horaires;Dep Moyenne Salaires Employé Horaires;Dep Moyenne Salaires Ouvrié Horaires;Reg Moyenne Salaires Horaires;Reg Moyenne Salaires Cadre Horaires;Reg Moyenne Salaires Prof Intermédiaire Horaires;Reg Moyenne Salaires Employé Horaires;Reg Moyenne Salaires Ouvrié Horaires;Valeur ajoutée régionale;Urbanité Ruralité;Score Urbanité;Nb Atifs;Nb Actifs Salariés;Nb Actifs Non Salariés;Nb Logement Secondaire et Occasionnel;Nb Hotel;Capacité Hotel;Nb Camping;Capacité Camping;Dynamique Démographique BV;Taux étudiants;Taux Propriété;Dynamique Démographique INSEE;Capacité Fisc;Capacité Fiscale;Moyenne Revnus fiscaux;Taux Evasion Client;Nb Education, santé, action sociale;Nb Services personnels et domestiques;Nb Santé, action sociale;Nb Industries des biens intermédiaires;Nb de Commerce;Nb de Services aux particuliers;Nb institution de Education, santé, action sociale, administration;PIB Régionnal;SEG Environnement Démographique Obsolète;Score Croissance Population;Score Croissance Entrepreneuriale;Score VA Région;Score PIB;Environnement Démographique;Fidélité;SYN MEDICAL;Seg Cap Fiscale;Seg Dyn Entre;DYN SetC;CP
31032;0;220;170;129;Bassin Urbain;109,67825;76,33987;0;0;129,64176;0,15483;en croissance démographique;Aussonne;73;31;12;12;6;6;1;1;257,44391;0,19865;231,76035;0,13844;4223;153;3;1538;1539;1197;1592;8;45;4203;4134;4094;4906;3322;397;74;59;49;31;32;2;8;10;12;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;1938;1708;230;8;0;0;0;0;Grande Ville;0;75;-15;149;149;12307,5;0;31;7;30;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;72,54098;0,14466;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31033;0;424;424;202;Bassin Résidentiel;109,67825;76,33987;248,45549;0,10621;203,00492;0,25226;en croissance démographique;Auterive;73;31;18;25;10;10;0,124371438;3;397,84016;0,30698;388,47736;0,23206;6526;-51;0;2578;2576;1450;2774;73;125;6329;6550;6164;7610;5104;421;185;145;64;84;50;3;9;19;19;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com < 10 m habts;25;2412;2082;330;73;1;16;1;50;1.Accroissement par excédent naturel et migratoire;0;52;0;163;163;12307,5;2;59;21;65;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0,25619;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31034;0;20;6;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Auzas;73;31;56;80;30;30;0,15487764;4;8,10799;0,00626;8,5893;0,00513;133;-20;-15;57;57;49;77;10;10;132;136;120;145;111;4;2;3;0;1;2;0;2;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;45;36;9;10;0;0;0;0;5.Déclin par déficit naturel;0;63;2;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;65,16393;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31035;0;92;123;92;Bassin Urbain;109,67825;76,33987;0;0;92,45769;0,10544;en croissance démographique;Auzeville-Tolosane;73;31;12;12;6;6;1;1;134,05616;0,10344;117,53776;0,07021;2199;-82;-3;780;781;569;800;3;16;2073;2256;2042;2590;1708;220;63;34;6;11;8;0;1;2;5;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;896;786;110;3;1;33;0;0;Grande Ville;0;71;8;116;116;12307,5;0;11;5;11;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;70,08197;0,0317;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Moyenne dynamique;Bonne Dynamique Entreprise Serv et Com;31
31036;0;46;39;93;Bassin Urbain;109,67825;76,33987;0;0;93,46266;0,10678;en croissance démographique;Auzielle;73;31;12;12;6;6;1;1;94,85738;0,07319;73,53644;0,04393;1556;81;5;488;488;422;494;0;6;1558;1498;1546;1987;1057;185;21;10;1;9;9;0;0;5;4;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;741;667;74;0;0;0;0;0;Grande Ville;0;85;-9;111;111;12307,5;0;7;3;6;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;73,36066;0,06023;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31037;0;73;53;89;Bassin Résidentiel;109,67825;76,33987;0;0;89,44276;0,10144;en croissance démographique;Avignonet-Lauragais;73;31;24;40;11;11;0,196781763;4;65,22969;0,05033;60,42646;0,0361;1070;-28;-2;401;398;285;450;24;28;1066;1040;1048;1252;836;71;24;18;12;9;6;0;2;0;4;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;446;359;87;24;1;42;0;0;3.Accroissement par excédent migratoire;0;63;2;102;102;12307,5;0;5;1;5;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,4918;0,01037;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31038;0;31;15;51;Bassin Résidentiel;109,67825;76,33987;0;0;51,25372;0,05072;en croissance démographique;Azas;73;31;9;12;4;4;0,163593698;1;24,38493;0,01882;21,69928;0,01296;400;5;1;144;144;108;166;16;6;402;346;426;471;301;28;8;4;2;4;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;184;145;39;16;0;0;0;0;3.Accroissement par excédent migratoire;0;65;0;94;94;12307,5;0;0;1;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,72131;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31039;0;16;1;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Bachas;73;31;56;80;30;30;0,15487764;4;4,57217;0,00353;4,52068;0,0027;75;-3;-4;30;30;25;42;10;2;75;72;72;86;58;3;1;0;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;18;15;3;10;0;0;0;0;5.Déclin par déficit naturel;0;59;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;69,67213;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31040;0;20;1;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Bachos;73;31;56;80;30;30;0,15487764;4;2,31657;0,00179;2,26034;0,00135;38;0;-1;15;15;12;33;17;1;38;32;44;47;29;3;1;0;2;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;9;6;3;17;0;0;0;0;5.Déclin par déficit naturel;0;36;0;88;88;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,90164;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31041;0;20;5;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Bagiry;73;31;56;80;30;30;0,15487764;4;4,6941;0,00362;5,12344;0,00306;77;-9;-12;34;34;27;75;29;12;77;84;68;89;63;4;3;1;1;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;25;19;6;29;0;0;0;0;5.Déclin par déficit naturel;0;36;1;89;89;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;66,39344;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31042;1;349;557;252;Bassin Résidentiel;109,67825;76,33987;2733,01043;1,16835;253,25367;0,31899;en croissance démographique;Bagnères-de-Luchon;73;31;17;11;3;3;0,19644653;4;176,97364;0,13656;205,3897;0,12269;2903;-154;-5;1363;1358;695;4478;2786;334;2745;3058;2644;3283;2419;106;173;255;28;41;38;1;4;10;23;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com < 10 m habts;12,5;1088;853;235;2786;24;662;1;28;5.Déclin par déficit naturel;0;15;17;122;122;12307,5;22;50;20;59;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;69,2623;0,15504;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31043;0;26;3;50;Bassins Agroalimentaire;109,67825;76,33987;0;0;50,24874;0,04938;en croissance démographique;Balesta;73;31;7;7;2;2;0,123030506;4;9,08339;0,00701;9,34274;0,00558;149;-10;-6;62;62;50;80;14;4;149;146;150;171;125;4;1;2;3;2;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;62;37;25;14;0;0;0;0;5.Déclin par déficit naturel;0;62;1;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,85246;0;11,82517;13,13235;Bassins Agroalimentaire en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31044;1;645;942;328;Bassin Urbain;109,67825;76,33987;248,45549;0,10621;329,63176;0,42043;en croissance démographique;Balma;73;31;12;12;6;6;1;1;728,13406;0,56185;719,08997;0,42956;11944;406;3;4772;4765;2972;4983;39;179;11907;11952;11346;13893;9405;1209;443;293;57;103;69;3;12;20;34;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;5146;4502;644;39;2;106;0;0;Grande Ville;0;59;-43;249;249;12307,5;2;126;21;116;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;72,54098;0,29797;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Mobile;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31045;0;30;23;142;Bassin Résidentiel;109,67825;76,33987;0;0;142,70643;0,17218;en croissance démographique;Barbazan;73;31;56;80;30;30;0,15487764;4;23,22665;0,01792;21,69928;0,01296;381;-91;-23;144;143;101;245;82;20;313;386;368;424;330;10;15;4;1;2;1;1;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;127;103;24;82;1;7;0;0;5.Déclin par déficit naturel;0;41;10;92;92;12307,5;0;2;0;3;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;61,88525;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31046;0;16;1;58;Bassin Résidentiel;109,67825;76,33987;0;0;58,28854;0,06006;en croissance démographique;Baren;73;31;17;11;3;3;0,19644653;4;0,4877;0,00038;0,75345;0,00045;8;0;-6;5;5;5;13;7;1;8;6;10;8;8;0;1;0;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;2;2;0;7;0;0;0;0;5.Déclin par déficit naturel;0;38;0;88;88;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,85246;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31047;0;24;3;81;Bassin Résidentiel;109,67825;76,33987;0;0;81,40296;0,09076;en croissance démographique;Bax;73;31;20;32;12;12;0,149178679;4;4,93795;0,00381;3,91793;0,00234;81;2;3;26;26;23;36;9;1;81;72;90;104;58;5;3;0;2;2;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;26;14;12;9;0;0;0;0;3.Accroissement par excédent migratoire;0;63;0;89;89;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,54098;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31048;0;133;131;104;Bassin Urbain;109,67825;76,33987;0;0;104,51739;0,12146;en croissance démographique;Baziège;73;31;12;12;6;6;1;1;134,36097;0,10368;115,72948;0,06913;2204;-83;-3;768;768;518;818;8;42;2072;2202;2090;2570;1722;155;70;33;15;26;10;0;3;2;5;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale > 2 000 habts;0;891;787;104;8;0;0;0;0;Grande Ville;0;63;8;116;116;12307,5;0;27;7;26;1935;3711;1222;7638;71295;Com rurale > 2 000 habts en croissance démographique;70,08197;0,03516;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31049;0;42;10;57;Bassin Résidentiel;109,67825;76,33987;0;0;57,28357;0,05873;en croissance démographique;Bazus;73;31;5;14;6;6;0,14817298;2;32,55388;0,02512;28,63099;0,0171;534;11;2;190;191;151;197;3;3;528;498;544;645;397;30;6;2;10;2;2;0;1;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;263;206;57;3;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;76;-1;96;96;12307,5;0;2;1;2;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,13115;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31050;0;31;11;142;Bassin Résidentiel;109,67825;76,33987;0;0;142,70643;0,17218;en croissance démographique;Beauchalot;73;31;56;80;30;30;0,15487764;4;23,89723;0,01844;22,90479;0,01368;392;-6;-1;152;152;125;177;8;17;390;378;394;456;316;15;5;4;4;2;2;0;1;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;159;129;30;8;0;0;0;0;5.Déclin par déficit naturel;0;70;0;93;93;12307,5;0;3;0;3;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,90164;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31051;0;26;8;49;Bassin Résidentiel;109,67825;76,33987;0;0;49,24377;0,04805;en croissance démographique;Beaufort;73;31;7;5;4;4;0,090848139;3;15,0577;0,01162;12,35653;0,00738;247;10;4;82;82;65;89;7;0;247;220;254;291;183;8;4;3;2;2;2;1;1;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;109;86;23;7;0;0;0;0;3.Accroissement par excédent migratoire;0;73;-1;92;92;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,95082;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31052;0;83;42;76;Bassin Résidentiel;109,67825;76,33987;0;0;76,37809;0,08409;en croissance démographique;Beaumont-sur-Lèze;73;31;18;25;10;10;0,124371438;3;86,20073;0,06651;77,90644;0,04654;1414;34;2;517;517;374;562;22;23;1414;1374;1386;1693;1067;86;22;11;19;10;6;0;3;0;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;580;488;92;22;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;66;-3;106;106;12307,5;0;5;1;5;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,13115;0,01037;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31053;0;81;43;79;Bassin Urbain;109,67825;76,33987;0;0;79,39301;0,08809;en croissance démographique;Beaupuy;73;31;12;12;6;6;1;1;65,96124;0,0509;54,85095;0,03277;1082;45;4;364;365;313;373;2;6;1073;1046;1060;1296;810;93;19;15;20;7;6;0;1;1;4;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;504;422;82;2;0;0;0;0;Grande Ville;0;83;-5;104;104;12307,5;0;9;1;7;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;72,95082;0,01931;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31054;0;22;7;87;Bassin Résidentiel;109,67825;76,33987;0;0;87,43281;0,09877;en croissance démographique;Beauteville;73;31;24;40;11;11;0,196781763;4;6,34008;0,00489;5,87689;0,00351;104;0;0;39;39;28;54;13;2;104;90;114;127;77;12;4;2;0;2;3;0;0;1;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;43;26;17;13;0;0;0;0;3.Accroissement par excédent migratoire;0;51;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0,01412;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31055;0;23;7;58;Bassin Résidentiel;109,67825;76,33987;0;0;58,28854;0,06006;en croissance démographique;Beauville;73;31;8;19;4;4;0,143814951;4;6,46201;0,00499;6,02758;0,0036;106;-1;0;40;40;28;50;1;9;106;100;102;122;80;4;3;3;2;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;48;39;9;1;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;56;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31056;0;201;221;135;Bassin Urbain;109,67825;76,33987;0;0;135,67161;0,16283;en croissance démographique;Beauzelle;73;31;12;12;6;6;1;1;327,67252;0,25284;277,11787;0,16554;5375;380;7;1839;1838;1396;1877;7;32;5375;5320;5172;6557;3935;507;96;76;27;33;23;2;2;7;12;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;2378;2204;174;7;0;0;0;0;Grande Ville;0;74;-45;162;162;12307,5;0;33;13;35;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;74,18033;0,1023;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31057;0;51;32;77;Bassin Urbain;109,67825;76,33987;0;0;77,38306;0,08542;en croissance démographique;Belberaud;73;31;12;12;6;6;1;1;68,52166;0,05287;49,27544;0,02944;1124;-25;-2;327;327;284;335;3;5;1023;1082;1082;1385;779;85;20;6;7;6;3;0;1;0;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;504;455;49;3;0;0;0;0;Grande Ville;0;84;2;104;104;12307,5;0;2;3;2;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;70,4918;0,00519;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
