Code département;Département;Code circonscription;Circonscription;Numéro de panneau;Libellé abrégé de liste;Libellé de la liste;Code nuance de liste;Nuance de liste;Tête de liste;Ordre;Sexe;Nom sur le bulletin de vote;Prénom sur le bulletin de vote;Nationalité;Code personnalité;CC
31;Haute-Garonne;31223;Goudex;1;ENSEMBLE POUR GOUDEX;ENSEMBLE POUR GOUDEX;;;OUI;1;M;MANAVIT;Laurent;Française;;
31;Haute-Garonne;31224;Gourdan-Polignan;1;GOURDAN-POLIGNAN CONTINUONS ENSEMBLE;GOURDAN-POLIGNAN CONTINUONS ENSEMBLE;;;OUI;1;M;SAULNERON;Patrick;Française;;OUI
31;Haute-Garonne;31224;Gourdan-Polignan;2;AGIR ENSEMBLE POUR GOURDAN-POLIGNAN;AGIR ENSEMBLE POUR GOURDAN-POLIGNAN;;;OUI;1;M;LARQUÉ;Serge;Française;;OUI
31;Haute-Garonne;31225;Goutevernisse;1;VIVIRE ET FAIRE VIVRE GOUTEVERNISSE;VIVIRE ET FAIRE VIVRE GOUTEVERNISSE;;;OUI;1;M;DELCROIX;Bernard;Française;;
31;Haute-Garonne;31226;Gouzens;1;GOUZENS EN COMMUN;GOUZENS EN COMMUN;;;OUI;1;F;NAYA;Anne-Marie;Française;;
31;Haute-Garonne;31227;Goyrans;1;Ensemble continuons à agir pour Goyrans;Ensemble continuons à agir pour Goyrans;;;OUI;1;F;HAITCE;Véronique;Française;;
31;Haute-Garonne;31227;Goyrans;2;Goyrans dynamique et responsable;Goyrans dynamique et responsable;;;OUI;1;M;ZANDONA;Laurent;Française;;
31;Haute-Garonne;31228;Gragnague;1;POUR GRAGNAGUE AGIR DURABLEMENT;POUR GRAGNAGUE AGIR DURABLEMENT;;;OUI;1;M;CALAS;Daniel;Française;;OUI
31;Haute-Garonne;31229;Gratens;1;ENSEMBLE POUR GRATENS;ENSEMBLE POUR GRATENS;;;OUI;1;M;DUTREY;Alain;Française;;
31;Haute-Garonne;31230;Gratentour;1;GRATENOUR AUTREMENT!;GRATENOUR AUTREMENT!;LDVC;Liste divers centre;OUI;1;M;SONNENDRUCKER;Christophe;Française;;OUI
31;Haute-Garonne;31230;Gratentour;2;Une ambition citoyenne et participative pour Gratentour 2026;Une ambition citoyenne et participative pour Gratentour 2026;LDVG;Liste divers gauche;OUI;1;M;CAMBOU;Alain;Française;;OUI
31;Haute-Garonne;31231;Grazac;1;UNISSONS-NOUS POUR GRAZAC;UNISSONS-NOUS POUR GRAZAC;;;OUI;1;F;TORRES;Marilyne;Française;;
31;Haute-Garonne;31232;Grenade;1;Tous unis pour Grenade et Saint Caprais;Tous unis pour Grenade et Saint Caprais;LDVG;Liste divers gauche;OUI;1;M;DELMAS;Jean-Paul;Française;;OUI
31;Haute-Garonne;31232;Grenade;2;Dessinons Grenade Ensemble;Dessinons Grenade Ensemble;LDVG;Liste divers gauche;OUI;1;M;FLORES;Roger;Française;;OUI
31;Haute-Garonne;31233;Grépiac;1;ESPRIT GREPIAC;ESPRIT GREPIAC;;;OUI;1;M;DURAND;Alain;Française;;OUI
31;Haute-Garonne;31233;Grépiac;2;Pour l'Avenir de Grépiac;Pour l'Avenir de Grépiac;;;OUI;1;F;GABRIEL;Céline;Française;;OUI
31;Haute-Garonne;31234;Le Grès;1;LE GRèS NOTRE VILLAGE;LE GRèS NOTRE VILLAGE;;;OUI;1;M;BARBREAU;Robert;Française;;
31;Haute-Garonne;31235;Guran;1;GURAN DEMAIN;GURAN DEMAIN;;;OUI;1;M;BONNET;Patrice;Française;;
31;Haute-Garonne;31235;Guran;2;BIEN VIVRE ENSEMBLE A GURAN;BIEN VIVRE ENSEMBLE A GURAN;;;OUI;1;M;MORA;Bernard;Française;;
31;Haute-Garonne;31236;Herran;1;ENSEMBLE POUR HERRAN;ENSEMBLE POUR HERRAN;;;OUI;1;M;COURET;Michel;Française;;
31;Haute-Garonne;31237;His;1;BIEN VIVRE A HIS;BIEN VIVRE A HIS;;;OUI;1;M;SAINT-MARTIN;Eric;Française;;
31;Haute-Garonne;31238;Huos;1;VIVRE ET AGIR ENSEMBLE POUR HUOS;VIVRE ET AGIR ENSEMBLE POUR HUOS;;;OUI;1;M;PUIGDELLOSAS;Claude;Française;;
31;Haute-Garonne;31239;L'Isle-en-Dodon;1;MIEUX VIVRE EN L'ISLE-EN-DODON;MIEUX VIVRE EN L'ISLE-EN-DODON;;;OUI;1;F;DENAX;Chantal;Française;;OUI
31;Haute-Garonne;31239;L'Isle-en-Dodon;2;UNE EQUIPE, DES PROJETS, DES ACTIONS;UNE EQUIPE, DES PROJETS, DES ACTIONS;;;OUI;1;M;LATAPIE;Francis;Française;;OUI
31;Haute-Garonne;31239;L'Isle-en-Dodon;3;POUR CONSTRUIRE L'AVENIR PARTAGE DE L'ISLE-EN-DODON;POUR CONSTRUIRE L'AVENIR PARTAGE DE L'ISLE-EN-DODON;;;OUI;1;M;ROUGÉ;Jean-Louis;Française;;OUI
31;Haute-Garonne;31239;L'Isle-en-Dodon;4;L'ISLE, TERRITOIRE D'AVENIR;L'ISLE, TERRITOIRE D'AVENIR;;;OUI;1;M;PAULINO;Philippe;Française;;OUI
31;Haute-Garonne;31240;Issus;1;Issus l'esprit village;Issus l'esprit village;;;OUI;1;M;CAUBET;Bruno;Française;;
31;Haute-Garonne;31241;Izaut-de-l'Hôtel;1;AGIR POUR IZAUT;AGIR POUR IZAUT;;;OUI;1;M;DUFFAUT;Christophe;Française;;
31;Haute-Garonne;31242;Jurvielle;1;JURVIELLE;JURVIELLE;;;OUI;1;M;TINE;Christophe;Française;;
31;Haute-Garonne;31243;Juzes;1;JUZES ENSEMBLE;JUZES ENSEMBLE;;;OUI;1;M;JONQUIERES;Vincent;Française;;
31;Haute-Garonne;31244;Juzet-de-Luchon;1;JUZET DE LUCHON A VENIR;JUZET DE LUCHON A VENIR;;;OUI;1;M;LAFONTAN;Alain;Française;;
31;Haute-Garonne;31245;Juzet-d'Izaut;1;ENSEMBLE POUR JUZET;ENSEMBLE POUR JUZET;;;OUI;1;M;CHANET;Max;Française;;
31;Haute-Garonne;31245;Juzet-d'Izaut;2;FAISONS VIVRE JUZET ENSEMBLE;FAISONS VIVRE JUZET ENSEMBLE;;;OUI;1;F;ORDRONNEAU;Florise;Française;;
31;Haute-Garonne;31246;Labarthe-Inard;1;VIVRE ENSEMBLE A  LABARTHE-INARD;VIVRE ENSEMBLE A LABARTHE-INARD;;;OUI;1;M;ADER;Christian;Française;;
31;Haute-Garonne;31247;Labarthe-Rivière;1;UNE EQUIPE DES PROJETS POUR LABARTHE RIVIERE;UNE EQUIPE DES PROJETS POUR LABARTHE RIVIERE;;;OUI;1;F;VOUGNY;Claire;Française;;OUI
31;Haute-Garonne;31248;Labarthe-sur-Lèze;1;LABARTHE ENSEMBLE;LABARTHE ENSEMBLE;LDVC;Liste divers centre;OUI;1;M;LAMPE;Jeremie;Française;;OUI
31;Haute-Garonne;31248;Labarthe-sur-Lèze;2;AIMER LABARTHE;AIMER LABARTHE;LDVG;Liste divers gauche;OUI;1;M;CARLIER;David;Française;;OUI
31;Haute-Garonne;31249;Labastide-Beauvoir;1;Labastide Beauvoir Solidaire et Bienveillante;Labastide Beauvoir Solidaire et Bienveillante;;;OUI;1;F;FAURÉ;Estelle;Française;;OUI
31;Haute-Garonne;31249;Labastide-Beauvoir;2;ENSEMBLE, POURSUIVONS L'ÉLAN;ENSEMBLE, POURSUIVONS L'ÉLAN;;;OUI;1;F;OUCHENE;Mélanie;Française;;OUI
31;Haute-Garonne;31249;Labastide-Beauvoir;3;BIEN VIVRE A LABASTIDE-BEAUVOIR;BIEN VIVRE A LABASTIDE-BEAUVOIR;;;OUI;1;M;MARIN;Thomas;Française;;OUI
31;Haute-Garonne;31250;Labastide-Clermont;1;L'EXPERIENCE AU SERVICE DE LABASTIDE;L'EXPERIENCE AU SERVICE DE LABASTIDE;;;OUI;1;M;DINTILHAC;Pierre-Alain;Française;;
31;Haute-Garonne;31251;Labastide-Paumès;1;CONTINUONS TOUS ENSEMBLE;CONTINUONS TOUS ENSEMBLE;;;OUI;1;F;BRUMAS;Catherine;Française;;
31;Haute-Garonne;31252;Labastide-Saint-Sernin;1;ENSEMBLE POUR LABASTIDE;ENSEMBLE POUR LABASTIDE;;;OUI;1;F;GEORGES-PILON;Anne-Sophie;Française;;OUI
31;Haute-Garonne;31253;Labastidette;1;"UNIS POUR LABASTIDETTE ""Toujours proches, toujours engagés""";"UNIS POUR LABASTIDETTE ""Toujours proches, toujours engagés""";;;OUI;1;M;AUTHIÉ;Olivier;Française;;OUI
31;Haute-Garonne;31253;Labastidette;2;LABASTIDETTE, AVEC VOUS ET POUR VOUS;LABASTIDETTE, AVEC VOUS ET POUR VOUS;;;OUI;1;M;MARTINON;Philippe;Française;;OUI
31;Haute-Garonne;31254;Labège;1;Vivons Labège Ensemble;Vivons Labège Ensemble;LDVG;Liste divers gauche;OUI;1;M;CHÉRUBIN;Laurent;Française;;OUI
31;Haute-Garonne;31255;Labroquère;1;ENSEMBLE NOUS SOMMES LABROQUERE;ENSEMBLE NOUS SOMMES LABROQUERE;;;OUI;1;M;LARQUÉ;Alain;Française;;
31;Haute-Garonne;31256;Labruyère-Dorsa;1;Ensemble pour Labruyere;Ensemble pour Labruyere;;;OUI;1;M;GODEFROY;Julien;Française;;
31;Haute-Garonne;31258;Lacaugne;1;vivre ensemble a lacaugne;vivre ensemble a lacaugne;;;OUI;1;F;BARALE;Marlène;Française;;
31;Haute-Garonne;31259;Lacroix-Falgarde;1;Bien Vivre @ Lacroix-Falgarde;Bien Vivre @ Lacroix-Falgarde;;;OUI;1;M;CARNAROLI;Bruno;Française;;OUI
31;Haute-Garonne;31260;Laffite-Toupière;1;BIEN VIVRE ENSEMBLE A LAFFITE-TOUPIERE;BIEN VIVRE ENSEMBLE A LAFFITE-TOUPIERE;;;OUI;1;M;ROUBICHOU;Jean-Claude;Française;;
31;Haute-Garonne;31261;Lafitte-Vigordane;1;Lafitte Vigordane Notre Force Notre Avenir;Lafitte Vigordane Notre Force Notre Avenir;;;OUI;1;F;BRUN;Karine;Française;;OUI
31;Haute-Garonne;31262;Lagarde;1;Lagarde au coeur, pour un village solidaire et dynamique;Lagarde au coeur, pour un village solidaire et dynamique;;;OUI;1;F;PEIRO-FOURNIER;Marielle;Française;;
31;Haute-Garonne;31263;Lagardelle-sur-Lèze;1;agissons ensemble pour lagardelle;agissons ensemble pour lagardelle;;;OUI;1;F;JOACHIM;Hélène;Française;;OUI
31;Haute-Garonne;31263;Lagardelle-sur-Lèze;2;Ensemble tissons des liens pour Lagardelle;Ensemble tissons des liens pour Lagardelle;;;OUI;1;M;LONGIN;Sébastien Frédéric Johan;Française;;OUI
31;Haute-Garonne;31264;Lagrâce-Dieu;1;VIVRE ET AGIR A LAGRACE DIEU;VIVRE ET AGIR A LAGRACE DIEU;;;OUI;1;M;CAZAJUS;Joël;Française;;
31;Haute-Garonne;31265;Lagraulet-Saint-Nicolas;1;Ensemble pour Lagraulet Saint Nicolas;Ensemble pour Lagraulet Saint Nicolas;;;OUI;1;F;SENOCQ;Christine;Française;;
31;Haute-Garonne;31266;Lahage;1;bien vivre a Lahage;bien vivre a Lahage;;;OUI;1;M;FRAYSSINHES;Christian;Française;;
31;Haute-Garonne;31267;Lahitère;1;Ensemble pour lahitère;Ensemble pour lahitère;;;OUI;1;F;BLANC;Laurence;Française;;
31;Haute-Garonne;31268;Lalouret-Laffiteau;1;LISTE D'UNION;LISTE D'UNION;;;OUI;1;M;NAVAS;Sébastien;Française;;
31;Haute-Garonne;31269;Lamasquère;1;asquere unis pour la commune;asquere unis pour la commune;;;OUI;1;F;MATHEU;Christelle;Française;;OUI
31;Haute-Garonne;31269;Lamasquère;2;BIEN VIVRE A LAMASQUERE;BIEN VIVRE A LAMASQUERE;;;OUI;1;M;BOY;Dimitri;Française;;OUI
31;Haute-Garonne;31270;Landorthe;1;UNIS PAR L'EXPERIENCE, TOURNES VERS L'AVENIR;UNIS PAR L'EXPERIENCE, TOURNES VERS L'AVENIR;;;OUI;1;F;CORTINAS;Lucienne;Française;;OUI
31;Haute-Garonne;31271;Lanta;1;UN NOUVEL ÉLAN POUR LANTA;UN NOUVEL ÉLAN POUR LANTA;;;OUI;1;F;RANC;Florence;Française;;OUI
31;Haute-Garonne;31271;Lanta;2;TOUTES ET TOUS LANTANAIS;TOUTES ET TOUS LANTANAIS;;;OUI;1;M;DIAZ;Rémi;Française;;OUI
31;Haute-Garonne;31271;Lanta;3;ENGAGÉS POUR LANTA, TOURNÉS VERS L'AVENIR;ENGAGÉS POUR LANTA, TOURNÉS VERS L'AVENIR;;;OUI;1;M;MENGAUD;Marc;Française;;OUI
31;Haute-Garonne;31272;Lapeyrère;1;liste communale;liste communale;;;OUI;1;M;BUC;Christophe;Française;;
31;Haute-Garonne;31273;Lapeyrouse-Fossat;1;CONTINUER D'AGIR POUR LAPEYROUSE-FOSSAT;CONTINUER D'AGIR POUR LAPEYROUSE-FOSSAT;;;OUI;1;M;BRESSAND;Eric;Française;;OUI
31;Haute-Garonne;31273;Lapeyrouse-Fossat;2;Lapeyrouse-Fossat ensemble;Lapeyrouse-Fossat ensemble;;;OUI;1;M;VASSAL;Eric;Française;;OUI
31;Haute-Garonne;31274;Larcan;1;CONTINUONS ENSEMBLE;CONTINUONS ENSEMBLE;;;OUI;1;M;FOURMENT;Henri;Française;;
31;Haute-Garonne;31274;Larcan;2;LARCAN : VILLAGE AUTHENTIQUE;LARCAN : VILLAGE AUTHENTIQUE;;;OUI;1;F;GARDIEN;Marina;Française;;
31;Haute-Garonne;31275;Laréole;1;Unis pour LAREOLE;Unis pour LAREOLE;;;OUI;1;M;GAUTHE;Fabien;Française;;
31;Haute-Garonne;31276;Larroque;1;Ensemble pour l'avenir de LARROQUE;Ensemble pour l'avenir de LARROQUE;;;OUI;1;M;RENON;Jean-Louis;Française;;
31;Haute-Garonne;31277;Lasserre-Pradère;1;PRENDRE SOIN DE NOTRE COMMUNE;PRENDRE SOIN DE NOTRE COMMUNE;;;OUI;1;M;GAUTHIER;Maxime;Française;;OUI
31;Haute-Garonne;31278;Latoue;1;LATOUE CONTINUONS ENSEMBLE;LATOUE CONTINUONS ENSEMBLE;;;OUI;1;M;BOSC;Pierre;Française;;
31;Haute-Garonne;31279;Latour;1;LATOUR 2026;LATOUR 2026;;;OUI;1;F;MENER;Emilie;Française;;
31;Haute-Garonne;31280;Latrape;1;VIVRE ENSEMBLE;VIVRE ENSEMBLE;;;OUI;1;M;NAYLIES;Charles;Française;;
31;Haute-Garonne;31281;Launac;1;L'avenir s'écrit ensemble à Launac-Galembrun;L'avenir s'écrit ensemble à Launac-Galembrun;;;OUI;1;M;ALARCON;Nicolas;Française;;OUI
31;Haute-Garonne;31282;Launaguet;1;UNIS POUR LAUNAGUET;UNIS POUR LAUNAGUET;LDVD;Liste divers droite;OUI;1;M;DENEUVILLE;Georges;Française;;OUI
31;Haute-Garonne;31282;Launaguet;2;Launaguet nature et citoyenne;Launaguet nature et citoyenne;LECO;Liste écologiste;OUI;1;M;RENARD;Patrice;Française;;OUI
31;Haute-Garonne;31282;Launaguet;3;S'ENGAGER POUR LAUNAGUET OUVERTE, CRÉATIVE, RESPONSABLE;S'ENGAGER POUR LAUNAGUET OUVERTE, CRÉATIVE, RESPONSABLE;LUG;Liste d'union à gauche;OUI;1;F;FARCY;Marie-Claude;Française;;OUI
31;Haute-Garonne;31283;Lautignac;1;ENSEMBLE POUR LAUTIGNAC;ENSEMBLE POUR LAUTIGNAC;;;OUI;1;M;BOUCHARD;Laurent;Française;;
31;Haute-Garonne;31284;Lauzerville;1;Vivre Lauzerville;Vivre Lauzerville;;;OUI;1;M;MOGICATO;Bruno;Française;;OUI
31;Haute-Garonne;31285;Lavalette;1;Agir pour vous, décider autrement;Agir pour vous, décider autrement;;;OUI;1;M;GOMEZ;Didier;Française;;
31;Haute-Garonne;31285;Lavalette;2;AVEC VOUS POUR DEMAIN;AVEC VOUS POUR DEMAIN;;;OUI;1;M;ROUSTIT;Jean-Denis;Française;;
31;Haute-Garonne;31286;Lavelanet-de-Comminges;1;lavelanet au coeur;lavelanet au coeur;;;OUI;1;F;SOLER EPOUSE PORQUERAS;Carole;Française;;
31;Haute-Garonne;31287;Lavernose-Lacasse;1;UNE VILLE QUI AVANCE ET QUI RASSEMBLE;UNE VILLE QUI AVANCE ET QUI RASSEMBLE;LDVC;Liste divers centre;OUI;1;M;DELSOL;Alain;Française;;OUI
31;Haute-Garonne;31288;Layrac-sur-Tarn;1;Cultivons l'avenir pour Layrac;Cultivons l'avenir pour Layrac;;;OUI;1;M;ASTRUC;Thierry;Française;;
31;Haute-Garonne;31289;Lécussan;1;LECUSSAN VIVRE ET GRANDIR;LECUSSAN VIVRE ET GRANDIR;;;OUI;1;M;RECURT;Philippe;Française;;
31;Haute-Garonne;31289;Lécussan;2;UNIS POUR LECUSSAN;UNIS POUR LECUSSAN;;;OUI;1;M;MALET;Bernard;Française;;
31;Haute-Garonne;31290;Lège;1;ENSEMBLE POUR LEGE;ENSEMBLE POUR LEGE;;;OUI;1;M;MARTIN;François;Française;;
31;Haute-Garonne;31291;Léguevin;1;Agir à Léguevin;Agir à Léguevin;LDVC;Liste divers centre;OUI;1;M;MÉRAULT;Jean-Luc;Française;;OUI
31;Haute-Garonne;31291;Léguevin;2;Etienne Cardeilhac-Pugens Léguevin avec Vous;Etienne Cardeilhac-Pugens Léguevin avec Vous;LDIV;Liste Divers;OUI;1;M;CARDEILHAC-PUGENS;Étienne;Française;;OUI
31;Haute-Garonne;31291;Léguevin;3;Léguevin en commun;Léguevin en commun;LDVG;Liste divers gauche;OUI;1;M;MARQUIE;Eric;Française;;OUI
31;Haute-Garonne;31292;Lescuns;1;BIEN VIVRE A LESCUNS;BIEN VIVRE A LESCUNS;;;OUI;1;M;DANGLA;Jean;Française;;
31;Haute-Garonne;31293;Lespinasse;1;CAP LESPINASSE;CAP LESPINASSE;;;OUI;1;F;GARGADENNEC;Nathalie;Française;;OUI
31;Haute-Garonne;31294;Lespiteau;1;CONTINUONS VERS L'AVENIR;CONTINUONS VERS L'AVENIR;;;OUI;1;M;DUPUY;Jérôme;Française;;
31;Haute-Garonne;31295;Lespugue;1;AVANCONS ENSEMBLE AVEC SERENITE;AVANCONS ENSEMBLE AVEC SERENITE;;;OUI;1;M;FOIX;Jean-François;Française;;
31;Haute-Garonne;31296;Lestelle-de-Saint-Martory;1;AGIR ENSEMBLE POUR LESTELLE;AGIR ENSEMBLE POUR LESTELLE;;;OUI;1;M;LASSERRE;Alain;Française;;
31;Haute-Garonne;31297;Lévignac;1;Engagés pour Lévignac!;Engagés pour Lévignac!;;;OUI;1;M;CHARPENTIER;Stéphane;Française;;OUI
31;Haute-Garonne;31299;Lherm;1;AGIR ENSEMBLE;AGIR ENSEMBLE;LDVG;Liste divers gauche;OUI;1;M;PASIAN;Frédéric;Française;;OUI
31;Haute-Garonne;31300;Lieoux;1;UNIS POUR L'AVENIR;UNIS POUR L'AVENIR;;;OUI;1;M;BARUTAUT;Alain;Française;;
31;Haute-Garonne;31301;Lilhac;1;CONTINUONS ENSEMBLE;CONTINUONS ENSEMBLE;;;OUI;1;M;SIOUTAC;Gilbert;Française;;
31;Haute-Garonne;31301;Lilhac;2;LILHAC AU QUOTIEN;LILHAC AU QUOTIEN;;;OUI;1;F;BOURGAIN;Sandrine;Française;;
31;Haute-Garonne;31302;Lodes;1;LODES DE DEMAIN;LODES DE DEMAIN;;;OUI;1;F;KARAMANIDES;Sylvie;Française;;
31;Haute-Garonne;31302;Lodes;2;BIEN VIVRE A LODES;BIEN VIVRE A LODES;;;OUI;1;F;BERREBI;Véronique;Française;;
31;Haute-Garonne;31303;Longages;1;LONGAGES VOTRE VILLAGE;LONGAGES VOTRE VILLAGE;;;OUI;1;M;DALLARD;Jean-Michel;Française;;OUI
31;Haute-Garonne;31303;Longages;2;dialogue citoyen pour longages;dialogue citoyen pour longages;;;OUI;1;M;RACIONERO;Jérémy;Française;;OUI
31;Haute-Garonne;31304;Loubens-Lauragais;1;LOUBENS 2026;LOUBENS 2026;;;OUI;1;M;FERLICOT;Laurent;Française;;
31;Haute-Garonne;31305;Loudet;1;ENSEMBLE POUR LOUDET;ENSEMBLE POUR LOUDET;;;OUI;1;M;BREESE;Nicholas;Française;;
31;Haute-Garonne;31306;Lourde;1;VIVRE A LOURDE;VIVRE A LOURDE;;;OUI;1;M;CARCY;Olivier;Française;;
31;Haute-Garonne;31306;Lourde;2;AGIR POUR LOURDE, ENSEMBLE!;AGIR POUR LOURDE, ENSEMBLE!;;;OUI;1;F;CHERON;Evelyne;Française;;
31;Haute-Garonne;31308;Luscan;1;ENSEMBLE POUR LUSCAN;ENSEMBLE POUR LUSCAN;;;OUI;1;F;CASTEX;Marie-Thérèse;Française;;
31;Haute-Garonne;31309;Lussan-Adeilhac;1;AGIR ENSEMBLE POUR LUSSAN-ADEILHAC;AGIR ENSEMBLE POUR LUSSAN-ADEILHAC;;;OUI;1;M;SAINT-BLANCAT;Guy;Française;;
31;Haute-Garonne;31310;Lux;1;Ensemble et Responsable;Ensemble et Responsable;;;OUI;1;M;BRESSOLLES;Pierre;Française;;
31;Haute-Garonne;31311;La Magdelaine-sur-Tarn;1;ENSEMBLE POUR LA MAGDELAINE;ENSEMBLE POUR LA MAGDELAINE;;;OUI;1;M;JOUVE;Denis;Française;;OUI
31;Haute-Garonne;31311;La Magdelaine-sur-Tarn;2;La Magdelaine sur Tarn, notre village;La Magdelaine sur Tarn, notre village;;;OUI;1;F;RAYNAUD;Nathalie;Française;;OUI
31;Haute-Garonne;31311;La Magdelaine-sur-Tarn;3;LA MAGDELAINE POUR TOUS;LA MAGDELAINE POUR TOUS;;;OUI;1;F;GAYRAUD;Isabelle;Française;;OUI
31;Haute-Garonne;31312;Mailholas;1;ENSEMBLE POUR MAILHOLAS;ENSEMBLE POUR MAILHOLAS;;;OUI;1;M;CAZAUX;Jean-Michel;Française;;
31;Haute-Garonne;31313;Malvezie;1;POUR MALVEZIE;POUR MALVEZIE;;;OUI;1;M;SANS;Stéphane;Française;;
31;Haute-Garonne;31314;Mancioux;1;VIVRE ENSEMBLE A MANCIOUX;VIVRE ENSEMBLE A MANCIOUX;;;OUI;1;M;GOIZET;Henri;Française;;
31;Haute-Garonne;31315;Mane;1;MANE GENERATION 2026;MANE GENERATION 2026;;;OUI;1;F;GUALTER;Marie-Christine;Française;;
31;Haute-Garonne;31316;Marignac;1;NOTRE PARTI C'EST MARIGNAC;NOTRE PARTI C'EST MARIGNAC;;;OUI;1;M;CAMPAGNE;André;Française;;
31;Haute-Garonne;31316;Marignac;2;MARIGNAC AU COEUR DE NOS VALEURS;MARIGNAC AU COEUR DE NOS VALEURS;;;OUI;1;F;BENCHALAL GALOPIN;Séverine;Française;;
31;Haute-Garonne;31316;Marignac;3;EN  CAMPAGNE POUR MARIGNAC;EN  CAMPAGNE POUR MARIGNAC;;;OUI;1;F;BERKOUK;Yasmina;Française;;
31;Haute-Garonne;31317;Marignac-Lasclares;1;MARIGNAC-LASCLARES AVENIR;MARIGNAC-LASCLARES AVENIR;;;OUI;1;M;AGBOTON;Anicet;Française;;
31;Haute-Garonne;31318;Marignac-Laspeyres;1;UN VILLAGE QUI NOUS RASSEMBLE;UN VILLAGE QUI NOUS RASSEMBLE;;;OUI;1;M;LASSERRE;Jean-Luc;Française;;
31;Haute-Garonne;31319;Marliac;1;Bien vivre a Marliac;Bien vivre a Marliac;;;OUI;1;F;PAUBERT;Geneviève;Française;;
31;Haute-Garonne;31320;Marquefave;1;MARQUEFAVE DEMAIN;MARQUEFAVE DEMAIN;;;OUI;1;F;SALADO;Anne-Marie;Française;;
31;Haute-Garonne;31320;Marquefave;2;MARQUEFAVE;MARQUEFAVE;;;OUI;1;F;SARR;Jacqueline;Française;;
31;Haute-Garonne;31321;Marsoulas;1;ENSEMBLE POUR MARSOULAS;ENSEMBLE POUR MARSOULAS;;;OUI;1;M;ADER;Alexandre;Française;;
31;Haute-Garonne;31322;Martisserre;1;ENSEMBLE PERSEVERONS POUR UNE RURALITE CONVIVIALE;ENSEMBLE PERSEVERONS POUR UNE RURALITE CONVIVIALE;;;OUI;1;F;CAZENEUVE;Nicole;Française;;
31;Haute-Garonne;31323;Martres-de-Rivière;1;MARTRES DYNAMIQUE RASSEMBLE;MARTRES DYNAMIQUE RASSEMBLE;;;OUI;1;M;FARAMOND;Gérard;Française;;
31;Haute-Garonne;31324;Martres-Tolosane;1;MARTRES ENSEMBLE 2026;MARTRES ENSEMBLE 2026;;;OUI;1;M;GOJARD;Loic;Française;;OUI
31;Haute-Garonne;31324;Martres-Tolosane;2;Martres Unis 2026;Martres Unis 2026;;;OUI;1;F;HIPPOLYTE;Brigitte;Française;;OUI
31;Haute-Garonne;31325;Mascarville;1;Liste de Défense des Intérêts communaux;Liste de Défense des Intérêts communaux;;;OUI;1;M;CAZENEUVE;Serge;Française;;
31;Haute-Garonne;31326;Massabrac;1;L'Avenir de Masssabrac Ensemble;L'Avenir de Massabrac Ensemble;;;OUI;1;M;GAY;Jean-Louis;Française;;
31;Haute-Garonne;31327;Mauran;1;MAURAN EN MOUVEMENT;MAURAN EN MOUVEMENT;;;OUI;1;M;ROSTAING;Nicolas;Française;;
31;Haute-Garonne;31327;Mauran;2;MAURAN, TOUS ENSEMBLE;MAURAN, TOUS ENSEMBLE;;;OUI;1;M;RIBET;Kévin;Française;;
31;Haute-Garonne;31328;Mauremont;1;Construire l'avenir ensemble;Construire l'avenir ensemble;;;OUI;1;F;LATCHÉ;Catherine;Française;;
31;Haute-Garonne;31329;Maurens;1;Bien vivre ensemble à Maurens;Bien vivre ensemble à Maurens;;;OUI;1;F;PASTRE;Marie;Française;;
31;Haute-Garonne;31330;Mauressac;1;Avenir Mauressac;Avenir Mauressac;;;OUI;1;M;PASQUET;Wilfrid;Française;;
31;Haute-Garonne;31331;Maureville;1;ensemble pour maureville;ensemble pour maureville;;;OUI;1;M;CROUX;Christian;Française;;
31;Haute-Garonne;31332;Mauvaisin;1;ENSEMBLE POUR NOTRE VILLAGE;ENSEMBLE POUR NOTRE VILLAGE;;;OUI;1;M;NICOLAS;Marc;Française;;
31;Haute-Garonne;31333;Mauvezin;1;TOUS POUR MAUVEZIN;TOUS POUR MAUVEZIN;;;OUI;1;M;PLANTE;Thierry;Française;;
31;Haute-Garonne;31334;Mauzac;1;Ensemble pour Mauzac;Ensemble pour Mauzac;;;OUI;1;M;SALAT;Eric;Française;;OUI
31;Haute-Garonne;31335;Mayrègne;1;VIVONS MAYREGNE;VIVONS MAYREGNE;;;OUI;1;F;JAMMETTE;Solange;Française;;
31;Haute-Garonne;31336;Mazères-sur-Salat;1;UNIS POUR MAZERES;UNIS POUR MAZERES;;;OUI;1;F;VILLARDI;Florence;Française;;
31;Haute-Garonne;31337;Melles;1;ENSEMBLE MELLES 2026;ENSEMBLE MELLES 2026;;;OUI;1;F;FOURQUET;Pascale;Française;;
31;Haute-Garonne;31337;Melles;2;AGIR POUR MELLES;AGIR POUR MELLES;;;OUI;1;M;DUBOIS;Alban;Française;;
31;Haute-Garonne;31338;Menville;1;Faisons vivre Menville;Faisons vivre Menville;;;OUI;1;F;FOURCADE;Marie-Luce;Française;;
31;Haute-Garonne;31339;Mérenvielle;1;Ensemble pour Mérenvielle;Ensemble pour Mérenvielle;;;OUI;1;M;REGNARD;Armand;Française;;
31;Haute-Garonne;31340;Mervilla;1;Ensemble pour Mervilla;Ensemble pour Mervilla;;;OUI;1;M;LOUBET;Denis;Française;;
