Code département;Département;Code circonscription;Circonscription;Numéro de panneau;Libellé abrégé de liste;Libellé de la liste;Code nuance de liste;Nuance de liste;Tête de liste;Ordre;Sexe;Nom sur le bulletin de vote;Prénom sur le bulletin de vote;Nationalité;Code personnalité;CC
31;Haute-Garonne;31009;Antichan-de-Frontignes;1;ANTICHAN POUR TOUS;ANTICHAN POUR TOUS;;;OUI;1;M;DUMAIL;Bernard;Française;;
31;Haute-Garonne;31010;Antignac;1;ENSEMBLE POUR NOTRE VILLAGE;ENSEMBLE POUR NOTRE VILLAGE;;;OUI;1;M;NOUALS;Emilien;Française;;
31;Haute-Garonne;31011;Arbas;1;VIVRE A ARBAS;VIVRE A ARBAS;;;OUI;1;M;CAZES;Jean;Française;;
31;Haute-Garonne;31012;Arbon;1;POUR ARBON;POUR ARBON;;;OUI;1;M;RIFFET;Nicolas;Française;;
31;Haute-Garonne;31013;Ardiège;1;A L'ECOUTE D'ARDIEGE;A L'ECOUTE D'ARDIEGE;;;OUI;1;M;LUCAS;Pascal;Française;;
31;Haute-Garonne;31013;Ardiège;2;BATIR POUR DEMAIN ARDIEGE;BATIR POUR DEMAIN ARDIEGE;;;OUI;1;M;DUMANOIR;Serge;Française;;
31;Haute-Garonne;31014;Arguenos;1;CONTINUONS ENSEMBLE POUR ARGUENOS;CONTINUONS ENSEMBLE POUR ARGUENOS;;;OUI;1;M;LABARRE;Cédric;Française;;
31;Haute-Garonne;31015;Argut-Dessous;1;ARGUT-DESSOUS - REUSSIR ENSEMBLE;ARGUT-DESSOUS - REUSSIR ENSEMBLE;;;OUI;1;M;DULON;Gilles;Française;;
31;Haute-Garonne;31017;Arlos;1;DU RENOUVEAU POUR ARLOS;DU RENOUVEAU POUR ARLOS;;;OUI;1;M;RIBIS;Jean-Marc;Française;;
31;Haute-Garonne;31018;Arnaud-Guilhem;1;CONTINUER ENSEMBLE POUR L'AVENIR D'ARNAUD-GUILHEM;CONTINUER ENSEMBLE POUR L'AVENIR D'ARNAUD-GUILHEM;;;OUI;1;M;VIALATTE;Jean-Pierre;Française;;
31;Haute-Garonne;31019;Artigue;1;UNIS POUR ARTIGUE SON PATRIMOINE ET SES TRADITIONS;UNIS POUR ARTIGUE SON PATRIMOINE ET SES TRADITIONS;;;OUI;1;M;SALABELLE;Hugues;Française;;
31;Haute-Garonne;31020;Aspet;1;Aspet, Liens et Solidarité;Aspet, Liens et Solidarité;;;OUI;1;F;DELMAS;Myriam;Française;;
31;Haute-Garonne;31020;Aspet;2;ENSEMBLE FAISONS VIVRE CE QUI NOUS UNIT;ENSEMBLE FAISONS VIVRE CE QUI NOUS UNIT;;;OUI;1;M;BARES;Patrick;Française;;
31;Haute-Garonne;31020;Aspet;3;AMBITION POUR ASPET;AMBITION POUR ASPET;;;OUI;1;M;SORT;Franck;Française;;
31;Haute-Garonne;31021;Aspret-Sarrat;1;ASPET-SARRAT, NOTRE VILLAGE;ASPET-SARRAT, NOTRE VILLAGE;;;OUI;1;F;NOGUES;Lydie;Française;;
31;Haute-Garonne;31021;Aspret-Sarrat;2;ENSEMBLE POUR L'UNITE D'ASPRET SARRAT;ENSEMBLE POUR L'UNITE D'ASPRET SARRAT;;;OUI;1;M;GRAND;Jean-Paul;Française;;
31;Haute-Garonne;31022;Aucamville;1;Aucamville, ensemble pour un avenir durable et solidaire;Aucamville, ensemble pour un avenir durable et solidaire;LDVG;Liste divers gauche;OUI;1;M;ANDRE;Gérard;Française;;OUI
31;Haute-Garonne;31023;Aulon;1;AULON POUR VOUS, AULON AVEC VOUS;AULON POUR VOUS, AULON AVEC VOUS;;;OUI;1;M;BRANGE;Georges Bernard;Française;;
31;Haute-Garonne;31023;Aulon;2;BIEN VIVRE A AULON LISTE MENEE PAR JEAN-CLAUDE DURROUX;BIEN VIVRE A AULON LISTE MENEE PAR JEAN-CLAUDE DURROUX;;;OUI;1;M;DURROUX;Jean-Claude;Française;;
31;Haute-Garonne;31023;Aulon;3;ENSEMBLE POUR LE RENOUVEAU D'AULON ET MENGUE;ENSEMBLE POUR LE RENOUVEAU D'AULON ET MENGUE;;;OUI;1;F;JAUDON;Christine;Française;;
31;Haute-Garonne;31024;Auragne;1;AURAGNE, PARTAGEONS NOTRE AVENIR;AURAGNE, PARTAGEONS NOTRE AVENIR;;;OUI;1;M;PACHER;René;Française;;
31;Haute-Garonne;31024;Auragne;2;AURAGNE, SOLIDAIRE ET ENGAGEE POUR DEMAIN;AURAGNE, SOLIDAIRE ET ENGAGEE POUR DEMAIN;;;OUI;1;F;PICQ;Delphine;Française;;
31;Haute-Garonne;31025;Aureville;1;Aureville le lien qui nous unit;Aureville le lien qui nous unit;;;OUI;1;M;ANDRÉ;Dominique;Française;;OUI
31;Haute-Garonne;31026;Auriac-sur-Vendinelle;1;Auriac Avenir;Auriac Avenir;;;OUI;1;F;LELONG;Audrey;Française;;OUI
31;Haute-Garonne;31026;Auriac-sur-Vendinelle;2;Un nouvel élan pour tous;Un nouvel élan pour tous;;;OUI;1;F;BRUN;Colette;Française;;OUI
31;Haute-Garonne;31027;Auribail;1;ensemble à auribail;ensemble à auribail;;;OUI;1;M;MARQUIER;Serge;Française;;
31;Haute-Garonne;31028;Aurignac;1;AURIGNAC, BIEN VIVRE ENSEMBLE;AURIGNAC, BIEN VIVRE ENSEMBLE;;;OUI;1;M;LOSEGO;Jean-Michel;Française;;OUI
31;Haute-Garonne;31029;Aurin;1;Avec vous, agissons pour demain;Avec vous, agissons pour demain;;;OUI;1;F;VERCRUYSSE;Sandrine;Française;;
31;Haute-Garonne;31030;Ausseing;1;TOUS POUR AUSSEING;TOUS POUR AUSSEING;;;OUI;1;F;ESTAQUE;Josiane;Française;;
31;Haute-Garonne;31031;Ausson;1;TOUS ENSEMBLE POUR AUSSON;TOUS ENSEMBLE POUR AUSSON;;;OUI;1;M;BARRAU;Yves-Pierre;Française;;
31;Haute-Garonne;31032;Aussonne;1;Pour le réveil d'AUSSONNE;Pour le réveil d'AUSSONNE;LDIV;Liste Divers;OUI;1;M;SAILLOUR;Guenahel;Française;;OUI
31;Haute-Garonne;31032;Aussonne;2;2026 pacte citoyen;2026 pacte citoyen;LDVG;Liste divers gauche;OUI;1;M;BEUILLE;Michel;Française;;OUI
31;Haute-Garonne;31033;Auterive;1;PATRICE SCAPIN EN AVANT AUTERIVE;PATRICE SCAPIN EN AVANT AUTERIVE;LDIV;Liste Divers;OUI;1;M;SCAPIN;Patrice;Française;;OUI
31;Haute-Garonne;31033;Auterive;2;CAP SUR L'AVENIR 2026;CAP SUR L'AVENIR 2026;LRN;Liste du Rassemblement National;OUI;1;M;OLIVEIRA;Éric;Française;;OUI
31;Haute-Garonne;31033;Auterive;3;AUTERIVE AUTREMENT AVEC VOUS, POUR VOUS;AUTERIVE AUTREMENT AVEC VOUS, POUR VOUS;LDVG;Liste divers gauche;OUI;1;F;HOAREAU;Cathy;Française;;OUI
31;Haute-Garonne;31033;Auterive;4;lutte ouvrière-le camp des travailleurs;lutte ouvrière-le camp des travailleurs;LEXG;Liste d'extrême-gauche;OUI;1;M;CASANOVAS;Stéphane;Française;;OUI
31;Haute-Garonne;31034;Auzas;1;ENSEMBLE POUR AUZAS;ENSEMBLE POUR AUZAS;;;OUI;1;F;BALLESTER;Arlette;Française;;
31;Haute-Garonne;31035;Auzeville-Tolosane;1;AUZEVILLE TERRITOIRE D'AVENIR;AUZEVILLE TERRITOIRE D'AVENIR;LDVC;Liste divers centre;OUI;1;M;FASANO;David;Française;;OUI
31;Haute-Garonne;31035;Auzeville-Tolosane;2;CULTIVONS AUZEVILLE ENSEMBLE;CULTIVONS AUZEVILLE ENSEMBLE;LDVG;Liste divers gauche;OUI;1;F;MELLAC;Alice;Française;;OUI
31;Haute-Garonne;31036;Auzielle;1;Auzielle 2032 : ensemble préparons demain;Auzielle 2032 : ensemble préparons demain;;;OUI;1;M;BREMAND;Etienne;Française;;OUI
31;Haute-Garonne;31037;Avignonet-Lauragais;1;AVIGNONET POUR TOUS;AVIGNONET POUR TOUS;;;OUI;1;F;MALMAISON;Patricia;Française;;OUI
31;Haute-Garonne;31038;Azas;1;Azas Naturellement;Azas Naturellement;;;OUI;1;M;FAURÉ;Benoît;Française;;
31;Haute-Garonne;31039;Bachas;1;ENSEMBLE POUR BACHAS;ENSEMBLE POUR BACHAS;;;OUI;1;F;CASTAING;Esther;Française;;
31;Haute-Garonne;31040;Bachos;1;DEFENSE DES INTERET COMMUNAUX;DEFENSE DES INTERET COMMUNAUX;;;OUI;1;M;PELAYO;Gabriel;Française;;
31;Haute-Garonne;31041;Bagiry;1;AGIR POUR BAGIRY;AGIR POUR BAGIRY;;;OUI;1;M;AUGUSTE;Alain;Française;;
31;Haute-Garonne;31042;Bagnères-de-Luchon;1;LUCHON DEMAIN;LUCHON DEMAIN;;;OUI;1;M;AZÉMAR;Eric;Française;;OUI
31;Haute-Garonne;31042;Bagnères-de-Luchon;2;AVEC SEBASTIEN DENARD POUR LUCHON;AVEC SEBASTIEN DENARD POUR LUCHON;;;OUI;1;M;DENARD;Sébastien;Française;;OUI
31;Haute-Garonne;31042;Bagnères-de-Luchon;3;AVANCONS POUR LUCHON;AVANCONS POUR LUCHON;;;OUI;1;M;CAVAGNE;Patrick;Française;;OUI
31;Haute-Garonne;31043;Balesta;1;VIVRE ENSEMBLE A BALESTA;VIVRE ENSEMBLE A BALESTA;;;OUI;1;M;DASQUE;Jean-Charles;Française;;
31;Haute-Garonne;31044;Balma;1;Du coeur et de l'action pour Balma;Du coeur et de l'action pour Balma;LUC;Liste d'union au centre;OUI;1;M;TERRAIL-NOVES;Vincent;Française;;OUI
31;Haute-Garonne;31044;Balma;2;Balma avec vous;Balma avec vous;LDVG;Liste divers gauche;OUI;1;M;ROBIC;Jean François;Française;;OUI
31;Haute-Garonne;31045;Barbazan;1;ENSEMBLE, FAISONS VIVRE BARBAZAN;ENSEMBLE, FAISONS VIVRE BARBAZAN;;;OUI;1;F;STRADERE;Michèle;Française;;
31;Haute-Garonne;31046;Baren;1;BIEN VIVRE A BAREN;BIEN VIVRE A BAREN;;;OUI;1;M;LABIT;Didier;Française;;
31;Haute-Garonne;31047;Bax;1;BAX AU COEUR;BAX AU COEUR;;;OUI;1;M;MANFRIN;Jean-Marc;Française;;
31;Haute-Garonne;31048;Baziège;1;Baziège au coeur;Baziège au coeur, engagés aujourd'hui, prêts pour demain;LDVC;Liste divers centre;OUI;1;M;ROUSSEL;Jean-François;Française;;OUI
31;Haute-Garonne;31049;Bazus;1;BIEN VIVRE ENSEMBLE À BAZUS;BIEN VIVRE ENSEMBLE À BAZUS;;;OUI;1;F;GALY;Brigitte;Française;;
31;Haute-Garonne;31050;Beauchalot;1;DE NOUVEAUX VISAGES, UN NOUVEAU DEPART;DE NOUVEAUX VISAGES, UN NOUVEAU DEPART;;;OUI;1;M;BERRUET;Patrick;Française;;
31;Haute-Garonne;31050;Beauchalot;2;BEAUCHALOT ENSEMBLE;BEAUCHALOT ENSEMBLE;;;OUI;1;M;PICARD;Jean-Luc;Française;;
31;Haute-Garonne;31051;Beaufort;1;BEAUFORT, UN AVENIR ENSEMBLE;BEAUFORT, UN AVENIR ENSEMBLE;;;OUI;1;M;PARÉDÉ;Daniel;Française;;
31;Haute-Garonne;31052;Beaumont-sur-Lèze;1;ensemble pour l'avenir;ensemble pour l'avenir;;;OUI;1;M;BLANCHOT;Dominique;Française;;OUI
31;Haute-Garonne;31052;Beaumont-sur-Lèze;2;CONTINUONS ENSEMBLE POUR BEAUMONT AVEC DYNAMISME ET PASSION;CONTINUONS ENSEMBLE POUR BEAUMONT AVEC DYNAMISME ET PASSION;;;OUI;1;M;CARTÉ;Olivier;Française;;OUI
31;Haute-Garonne;31053;Beaupuy;1;Continuons ensemble;Continuons ensemble;;;OUI;1;M;FERNANDEZ;Marc;Française;;OUI
31;Haute-Garonne;31054;Beauteville;1;POUR LE DYNAMISME DE BEAUTEVILLE;POUR LE DYNAMISME DE BEAUTEVILLE;;;OUI;1;M;MILHES;Marius;Française;;
31;Haute-Garonne;31055;Beauville;1;Défense des intérêts communaux;Défense des intérêts communaux;;;OUI;1;M;POUS;Thierry;Française;;
31;Haute-Garonne;31056;Beauzelle;1;Beauzelle ensemble;Beauzelle ensemble;LDVG;Liste divers gauche;OUI;1;M;RODRIGUES;Patrice;Française;;OUI
31;Haute-Garonne;31056;Beauzelle;2;AGISSONS UNIS POUR BEAUZELLE;AGISSONS UNIS POUR BEAUZELLE;LDVC;Liste divers centre;OUI;1;M;MOUREREAU;David;Française;;OUI
31;Haute-Garonne;31057;Belberaud;1;Bien vivre à Belberaud;Bien vivre à Belberaud;;;OUI;1;M;SORROCHE;Rafael;Française;;OUI
31;Haute-Garonne;31058;Belbèze-de-Lauragais;1;Ensemble pour Belbèze;Ensemble pour Belbèze;;;OUI;1;F;GAVEN;Catherine;Française;;
31;Haute-Garonne;31059;Belbèze-en-Comminges;1;NOTRE AVENIR, NOTRE COMMUNE;NOTRE AVENIR, NOTRE COMMUNE;;;OUI;1;M;JOUBE;Raymond;Française;;
31;Haute-Garonne;31060;Bélesta-en-Lauragais;1;Bélesta continue;Bélesta continue;;;OUI;1;M;MARTIN;Mickael;Française;;
31;Haute-Garonne;31061;Bellegarde-Sainte-Marie;1;BIEN VIVRE A BELLEGARDE;BIEN VIVRE A BELLEGARDE;;;OUI;1;M;HIENNE;Pierre;Française;;
31;Haute-Garonne;31062;Bellesserre;1;Bien vivre ici;Bien vivre ici;;;OUI;1;M;NOEL;Sebastien;Française;;
31;Haute-Garonne;31063;Benque;1;DEFENSE DES INTERETS COMMUNAUX;DEFENSE DES INTERETS COMMUNAUX;;;OUI;1;M;LASSERRE;Jean-Claude;Française;;
31;Haute-Garonne;31064;Benque-Dessous-et-Dessus;1;NOTRE VILLAGE ENSEMBLE;NOTRE VILLAGE ENSEMBLE;;;OUI;1;F;MICHEL;Marion;Française;;
31;Haute-Garonne;31065;Bérat;1;BERAT 2026 GARDONS LE CAP !;BERAT 2026 GARDONS LE CAP !;;;OUI;1;M;BLANC;Paul-Marie;Française;;OUI
31;Haute-Garonne;31065;Bérat;2;REDONNONS VIE A BERAT !;REDONNONS VIE A BERAT !;;;OUI;1;M;ALLAIS;François;Française;;OUI
31;Haute-Garonne;31066;Bessières;1;Bessières, continuons ensemble;Bessières, continuons ensemble;LDIV;Liste Divers;OUI;1;M;MAUREL;Cédric;Française;;OUI
31;Haute-Garonne;31066;Bessières;2;BESSIÈRES : DEMAIN SE CONSTRUIT AUJOURD'HUI;BESSIÈRES : DEMAIN SE CONSTRUIT AUJOURD'HUI;LDIV;Liste Divers;OUI;1;F;PEZET;Emilie;Française;;OUI
31;Haute-Garonne;31066;Bessières;3;Bessières coeurs d'ici;Bessières coeurs d'ici;LDIV;Liste Divers;OUI;1;F;ONTENIENTE;Sylvia;Française;;OUI
31;Haute-Garonne;31067;Bezins-Garraux;1;BEZINS-GARRAUX TOUT SIMPLEMENT;BEZINS-GARRAUX TOUT SIMPLEMENT;;;OUI;1;M;DAT;Jean-Michel;Française;;
31;Haute-Garonne;31068;Billière;1;POURSUIVRE ENSEMBLE L'ELAN POUR BILLIERE !;POURSUIVRE ENSEMBLE L'ELAN POUR BILLIERE !;;;OUI;1;F;LAFONT;Céline;Française;;
31;Haute-Garonne;31069;Blagnac;1;UNIS POUR BLAGNAC;UNIS POUR BLAGNAC;LDVC;Liste divers centre;OUI;1;M;CARLES;Joseph;Française;;OUI
31;Haute-Garonne;31069;Blagnac;2;Blagnac, Citoyenne, Écologique et Solidaire;Blagnac, Citoyenne, Écologique et Solidaire;LDVG;Liste divers gauche;OUI;1;M;TOULZA;Antoine;Française;;OUI
31;Haute-Garonne;31069;Blagnac;3;L'avenir ensemble;L'avenir ensemble;LDVG;Liste divers gauche;OUI;1;F;CANUT;Chantal;Française;;OUI
31;Haute-Garonne;31070;Blajan;1;POUR UN VILLAGE CONVIVIAL TOURNE VERS L'AVENIR;POUR UN VILLAGE CONVIVIAL TOURNE VERS L'AVENIR;;;OUI;1;F;SERVANT-ORTEGA;Laurence;Française;;
31;Haute-Garonne;31070;Blajan;2;Blajan, un nouvel élan!;Blajan, un nouvel élan!;;;OUI;1;M;GRINDES;Matthieu;Française;;
31;Haute-Garonne;31071;Bois-de-la-Pierre;1;AUJOURD'HUI RENAIT LE BOIS DE LA PIERRE;AUJOURD'HUI RENAIT LE BOIS DE LA PIERRE;;;OUI;1;M;BOUBE;Jean-Louis;Française;;
31;Haute-Garonne;31071;Bois-de-la-Pierre;2;CONTINUONS ENSEMBLE;CONTINUONS ENSEMBLE;;;OUI;1;M;WAWRZYNIAK;Stéphane;Française;;
31;Haute-Garonne;31072;Boissède;1;BOISSEDE 2026;BOISSEDE 2026;;;OUI;1;M;FRECHOU;Alain;Française;;
31;Haute-Garonne;31073;Bondigoux;1;Agir avec vous, pour Bondigoux;Agir avec vous, pour Bondigoux;;;OUI;1;M;ROUX;Didier;Française;;
31;Haute-Garonne;31073;Bondigoux;2;Bondigoux 2026 : un projet pour tous;Bondigoux 2026 : un projet pour tous;;;OUI;1;M;ACRIZ;Thibaut;Française;;
31;Haute-Garonne;31074;Bonrepos-Riquet;1;Unis pour Bonrepos-Riquet;Unis pour Bonrepos-Riquet;;;OUI;1;M;SEILLES;Philippe;Française;;
31;Haute-Garonne;31074;Bonrepos-Riquet;2;AU COEUR DE NOS VILLAGEOIS;AU COEUR DE NOS VILLAGEOIS;;;OUI;1;F;BOURRET;Séverine;Française;;
31;Haute-Garonne;31075;Bonrepos-sur-Aussonnelle;1;BONREPOS AUTREMENT SAISON 2;BONREPOS AUTREMENT SAISON 2;;;OUI;1;M;CHEBELIN;Thierry;Française;;OUI
31;Haute-Garonne;31076;Bordes-de-Rivière;1;UNE NOUVELLE EQUIPE POUR BORDES DE RIVIERE;UNE NOUVELLE EQUIPE POUR BORDES DE RIVIERE;;;OUI;1;F;SKANDINE;Sandrine;Française;;
31;Haute-Garonne;31076;Bordes-de-Rivière;2;POUR BORDES, ENSEMBLE;POUR BORDES, ENSEMBLE;;;OUI;1;M;ROUX;Christophe;Française;;
31;Haute-Garonne;31077;Le Born;1;Agir Ensemble;Agir Ensemble;;;OUI;1;M;RICHARD;Roland;Française;;
31;Haute-Garonne;31077;Le Born;2;LE BORN UN ENGAGEMENT POUR TOUS;LE BORN UN ENGAGEMENT POUR TOUS;;;OUI;1;M;NEGRO;Jean-Luc;Française;;
31;Haute-Garonne;31078;Boudrac;1;Boudrac 2026;Boudrac 2026;;;OUI;1;M;CLARENS;Gilles;Française;;
31;Haute-Garonne;31079;Bouloc;1;BOULOC ENSEMBLE;BOULOC ENSEMBLE;LDIV;Liste Divers;OUI;1;M;TERRANCLE;Serge;Française;;OUI
31;Haute-Garonne;31079;Bouloc;2;Unis dans un nouvel élan;Unis dans un nouvel élan;LDVG;Liste divers gauche;OUI;1;M;NAVLET;Guy;Française;;OUI
31;Haute-Garonne;31080;Boulogne-sur-Gesse;1;ENSEMBLE POUR DEMAIN;ENSEMBLE POUR DEMAIN;;;OUI;1;M;BOUBÉE;Alain;Française;;OUI
31;Haute-Garonne;31081;Bourg-d'Oueil;1;VILLAGE DE BOURG;VILLAGE DE BOURG;;;OUI;1;M;JAMME;Henri;Française;;
31;Haute-Garonne;31082;Bourg-Saint-Bernard;1;Notre bourg, notre avenir !;Notre bourg, notre avenir !;;;OUI;1;M;ALLIOUX;Jean-Marc;Française;;OUI
31;Haute-Garonne;31082;Bourg-Saint-Bernard;2;Agissons ensemble;Agissons ensemble;;;OUI;1;M;PARKER;David;Française;;OUI
31;Haute-Garonne;31083;Boussan;1;UN RENOUVEAU POUR BOUSSAN;UN RENOUVEAU POUR BOUSSAN;;;OUI;1;M;LAPUYADE;Didier;Française;;
31;Haute-Garonne;31084;Boussens;1;CONTINUONS D'AGIR POUR BOUSSENS;CONTINUONS D'AGIR POUR BOUSSENS;;;OUI;1;M;ROQUEBERT;Joël;Française;;OUI
31;Haute-Garonne;31085;Boutx;1;ENSEMBLE POUR BOUTX-ARGUT-DESSUS-COULEDOUX;ENSEMBLE POUR BOUTX-ARGUT-DESSUS-COULEDOUX;;;OUI;1;M;MELAZZINI;Fabien;Française;;
31;Haute-Garonne;31086;Bouzin;1;ENSEMBLE POUR BOUZIN;ENSEMBLE POUR BOUZIN;;;OUI;1;M;PASSAMENT;Alain;Française;;
31;Haute-Garonne;31087;Bragayrac;1;vivre ensemble a bragayrac;vivre ensemble a bragayrac;;;OUI;1;M;DESCHAMPS;Gilbert;Française;;
31;Haute-Garonne;31088;Brax;1;Agir pour Brax 2.0;Agir pour Brax 2.0;;;OUI;1;M;ZANATTA;Thierry;Française;;OUI
31;Haute-Garonne;31089;Bretx;1;Un mandat nouveau, un élan commun;Un mandat nouveau, un élan commun;;;OUI;1;M;ESPIE;Jean-Claude;Française;;
31;Haute-Garonne;31090;Brignemont;1;AGIR AUJOURD'HUI, PRÉPARER DEMAIN;AGIR AUJOURD'HUI, PRÉPARER DEMAIN;;;OUI;1;M;BOUSSAROT;Jérôme;Française;;
31;Haute-Garonne;31091;Bruguières;1;Agir ensemble pour Bruguières;Agir ensemble pour Bruguières;LDVC;Liste divers centre;OUI;1;M;SIGU;Arnaud;Française;;OUI
31;Haute-Garonne;31091;Bruguières;2;BRUGUIÈRES BATISSONS LA DÉMOCRATIE;BRUGUIÈRES BATISSONS LA DÉMOCRATIE;LDVG;Liste divers gauche;OUI;1;M;BORIES;Philippe;Française;;OUI
31;Haute-Garonne;31092;Burgalays;1;BIEN VIVRE A BURGALAYS;BIEN VIVRE A BURGALAYS;;;OUI;1;M;LOMI;René-Paul;Française;;
31;Haute-Garonne;31093;Le Burgaud;1;Le Burgaud : l'avenir en commun;Le Burgaud : l'avenir en commun;;;OUI;1;M;MORU;Roland;Française;;
31;Haute-Garonne;31094;Buzet-sur-Tarn;1;Demain Buzet;Demain Buzet;;;OUI;1;M;JOVIADO;Gilles;Française;;OUI
31;Haute-Garonne;31095;Cabanac-Cazaux;1;CULTIVONS LE BIEN VIVRE A CABANAC-CAZAUX;CULTIVONS LE BIEN VIVRE A CABANAC-CAZAUX;;;OUI;1;M;FAVAREL;Gilles;Française;;
31;Haute-Garonne;31096;Cabanac-Séguenville;1;BIEN VIVRE À CABANAC-SEGUENVILLE;BIEN VIVRE À CABANAC-SÉGUENVILLE;;;OUI;1;F;NARGUET;Anne-Marie;Française;;
31;Haute-Garonne;31097;Le Cabanial;1;BIEN VIVRE AU CABANIAL;BIEN VIVRE AU CABANIAL;;;OUI;1;M;ROUVILLAIN;Thierry;Française;;
31;Haute-Garonne;31098;Cadours;1;AGIR POUR CADOURS;AGIR POUR CADOURS;;;OUI;1;M;BARCELLINI;Tony;Française;;OUI
31;Haute-Garonne;31098;Cadours;2;Cadours ensemble;Cadours ensemble;;;OUI;1;M;LAFFONT;Didier;Française;;OUI
31;Haute-Garonne;31099;Caignac;1;Bien vivre à Caignac;Bien vivre à Caignac;;;OUI;1;M;BARTHES;Serge;Française;;
31;Haute-Garonne;31100;Calmont;1;Calmont, notre village, notre avenir;Calmont, notre village, notre avenir;;;OUI;1;M;PORTET;Christian;Française;;OUI
31;Haute-Garonne;31101;Cambernard;1;AVEC VOUS POUR CAMBERNARD;AVEC VOUS POUR CAMBERNARD;;;OUI;1;M;BOLLATI;Pierre;Française;;
31;Haute-Garonne;31102;Cambiac;1;Unis pour cambiac;Unis pour cambiac;;;OUI;1;F;LACOMBE;Céline;Française;;
31;Haute-Garonne;31103;Canens;1;vivre et préserver notre village;vivre et préserver notre village;;;OUI;1;M;BAUDINIERE;Julien;Française;;
31;Haute-Garonne;31104;Capens;1;ENSEMBLE, CONTINUONS A ECRIRE L'AVENIR DE CAPENS;ENSEMBLE, CONTINUONS A ECRIRE L'AVENIR DE CAPENS;;;OUI;1;M;DORBES;Jean-Luc;Française;;
31;Haute-Garonne;31105;Caragoudes;1;Vivre à Caragoudes;Vivre à Caragoudes;;;OUI;1;M;CLARET;Jean-Jacques;Française;;
31;Haute-Garonne;31106;Caraman;1;Pour l'avenir de Caraman;Pour l'avenir de Caraman;;;OUI;1;F;NAVARRO;Karine;Française;;OUI
31;Haute-Garonne;31106;Caraman;2;ENSEMBLE,OSONS AGIR POUR CARAMAN;ENSEMBLE,OSONS AGIR POUR CARAMAN;;;OUI;1;M;LASMAN;Daniel;Française;;OUI
31;Haute-Garonne;31107;Carbonne;1;carbonne autrement;carbonne autrement;LDVC;Liste divers centre;OUI;1;M;LE BRUN;Stéphane;Française;;OUI
31;Haute-Garonne;31107;Carbonne;2;Carbonne,notre passion commune;Carbonne,notre passion commune;LDVC;Liste divers centre;OUI;1;M;LAMARQUE;Didier;Française;;OUI
31;Haute-Garonne;31107;Carbonne;3;CARBONNE AVEC VOUS;CARBONNE AVEC VOUS;LSOC;Liste du Parti socialiste;OUI;1;F;TEMPESTA;Marie-Caroline;Française;;OUI
31;Haute-Garonne;31108;Cardeilhac;1;POUR CARDEILHAC, COEUR ET AVENIR;POUR CARDEILHAC, COEUR ET AVENIR;;;OUI;1;M;BOYER;Raymond;Française;;
31;Haute-Garonne;31109;Cassagnabère-Tournas;1;Ensemble pour Cassa;Ensemble pour Cassa;;;OUI;1;M;VIGNES;Philippe;Française;;
31;Haute-Garonne;31110;Cassagne;1;POUR CASSAGNE, NOTRE VILLAGE;POUR CASSAGNE, NOTRE VILLAGE;;;OUI;1;F;BUISINE;Candice;Française;;
31;Haute-Garonne;31111;Castagnac;1;AGISSONS POUR L'AVENIR DE NOTRE COMMUNE;AGISSONS POUR L'AVENIR DE NOTRE COMMUNE;;;OUI;1;M;DESTEFANIS;Jean-Marc;Française;;
31;Haute-Garonne;31112;Castagnède;1;ENSEMBLE POUR L'AVENIR DE CASTAGNEDE;ENSEMBLE POUR L'AVENIR DE CASTAGNEDE;;;OUI;1;M;BLANC;Aurélien;Française;;
31;Haute-Garonne;31113;Castanet-Tolosan;1;Unis pour Castanet;Unis pour Castanet;LDVD;Liste divers droite;OUI;1;M;PUISSANT;Jordan;Française;;OUI
31;Haute-Garonne;31113;Castanet-Tolosan;2;Castanet en commun;Castanet en commun;LDVG;Liste divers gauche;OUI;1;F;KLOPP-TOSSER;Gwenola;Française;;OUI
31;Haute-Garonne;31113;Castanet-Tolosan;3;Castanet en action;Castanet en action;LUG;Liste d'union à gauche;OUI;1;M;CHICOT;Pascal;Française;;OUI
31;Haute-Garonne;31114;Castelbiague;1;CONTINUER D'AGIR POUR CASTELBIAGUE;CONTINUER D'AGIR POUR CASTELBIAGUE;;;OUI;1;M;RIBET;Henri;Française;;
31;Haute-Garonne;31115;Castelgaillard;1;ENSEMBLE POUR CASTELGAILLARD;ENSEMBLE POUR CASTEGAILLARD;;;OUI;1;F;FOREST;Cécile;Française;;
31;Haute-Garonne;31116;Castelginest;1;Castelginest avance;Castelginest avance;LDVD;Liste divers droite;OUI;1;M;CARNEIRO;Grégoire;Française;;OUI
31;Haute-Garonne;31116;Castelginest;2;Castelginest Autrement;Castelginest Autrement;LUG;Liste d'union à gauche;OUI;1;F;BESSIERE;Maryline;Française;;OUI
31;Haute-Garonne;31117;Castelmaurou;1;CASTELMAUROU : MON VILLAGE , NOTRE AVENIR;CASTELMAUROU : MON VILLAGE , NOTRE AVENIR;LDIV;Liste Divers;OUI;1;M;EBERLE;Laurent;Française;;OUI
31;Haute-Garonne;31117;Castelmaurou;2;Castelmaurou. Ensemble pour l'avenir;Castelmaurou. Ensemble pour l'avenir;LDIV;Liste Divers;OUI;1;F;ESQUERRE;Diane;Française;;OUI
